rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__White_Male,eval__by_group__White_Female,eval__by_group__Black_Male,eval__by_group__Black_Female,eval__by_group__Asian-Pac-Islander_Male,eval__by_group__Asian-Pac-Islander_Female,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.5,PCA,6,,3.873490571975708,success,0.2774050235748291,0.13_0.13_0.12_0.16_0.12,0.73_0.72_0.73_0.73_0.72,0.12175302505493164,0.13135657839586187,0.57,0.13,0.38,0.26,1.0,0.5,0.7271813546292982,1746714637.189653,distance,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,100,0.1,,FunctionTransformer,,,24.11994433403015,fail,0.023354864120483397,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,4.694377708435058,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746714633.2536945,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,0.9184873104095459,success,0.010067272186279296,0.0_0.0_0.0_0.0_0.0,0.59_0.57_0.61_0.6_0.59,0.08101491928100586,0.0,0.62,0.0,0.28,0.0,0.81,0.0,0.5912375138056818,1746714609.0734863,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,1.0,,SelectKBest,,9,110.27005004882812,success,0.028994131088256835,0.73_0.38_0.55_0.58_0.5,0.51_0.51_0.5_0.51_0.51,3.890629243850708,0.5489175776735997,0.82,0.88,0.68,0.9,0.7,0.65,0.5082569897256978,1746714608.09446,,RandomForestClassifier,,,,,10,4,,2,1,3,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,False,,True,,StandardScaler,LFR_wrapper,0.5,10,1.0,,SelectKBest,,8,47.817638874053955,fail,2.0201723098754885,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,4.8840679168701175,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.49998499399759905,1746714497.76025,distance,KNeighborsClassifier,,,6,,,,minkowski,,,,,,,,
FunctionTransformer,,,mitigation_rebalancing_features_normalization_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,4,,42.022812604904175,fail,0.0360015869140625,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,8.250625801086425,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746714449.879676,,RandomForestClassifier,,,,,100,4,,6,4,3,,entropy,False,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,11.978923797607422,fail,0.029368782043457033,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.247089385986328,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746714407.7870696,,RandomForestClassifier,,,,,50,4,,2,1,1,,gini,True,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,False,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.6572813987731934,success,0.0456202507019043,0.67_0.49_0.71_0.65_0.62,0.52_0.53_0.53_0.52_0.53,0.15151495933532716,0.6266608154352676,0.74,0.66,0.92,0.77,0.77,0.78,0.5265508757156315,1746714395.0518727,distance,KNeighborsClassifier,,,6,,,,euclidean,,,,,,,,
NearMiss,3,,rebalancing_mitigation_normalization_features_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,200,1.0,,PCA,7,,15.541529178619385,success,0.046381807327270506,0.52_0.42_0.59_0.31_0.36,0.48_0.49_0.48_0.5_0.49,2.9236238956451417,0.44057019865688585,0.58,0.53,0.73,0.46,0.7,0.84,0.4880718062679808,1746714393.3317885,,RandomForestClassifier,,,,,100,3,,6,2,4,,entropy,True,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,2.0,,PCA,1,,36.850918769836426,fail,1.5575151920318604,0.17_nan_nan_0.0_nan,0.49_0.5_0.5_0.5_0.5,4.165782785415649,-inf,0.53,0.46,0.25,0.24,0.15,0.04,0.4985235890531988,1746714377.7314248,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_rebalancing_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,100,0.5,,FunctionTransformer,,,22.053433418273926,success,0.026909732818603517,0.42_0.56_0.81_0.33_0.24,0.52_0.5_0.51_0.51_0.49,4.2725182056427,0.47226349194406547,0.64,0.66,0.56,0.67,0.79,0.84,0.5069376824945392,1746714340.8223104,,RandomForestClassifier,,,,,25,2,,5,1,2,,entropy,True,,
SMOTE,,5,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,43.485596656799316,success,0.052174854278564456,0.58_0.48_0.69_0.75_0.59,0.53_0.51_0.51_0.5_0.5,8.476013135910033,0.6169077068885265,0.84,0.85,0.74,0.88,0.8,0.83,0.5112552537740667,1746714318.69565,,MLPClassifier,lbfgs,5,,10,,,,,,,constant,,,0.0001,logistic
NearMiss,2,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,SelectKBest,,7,43.90132164955139,fail,1.3604880809783935,nan_nan_nan_0.0_nan,0.5_0.5_0.5_0.5_0.5,3.861736536026001,-inf,0.08,0.5,0.0,0.0,0.0,0.0,0.5000299467528805,1746714275.156167,uniform,KNeighborsClassifier,,,15,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,10.748823881149292,fail,0.031348371505737306,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.0057064056396485,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.49998499399759905,1746714231.2008865,,RandomForestClassifier,,,,,50,6,,5,1,3,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,29.656718730926514,success,2.8926234245300293,0.01_0.04_0.05_0.05_0.06,0.76_0.77_0.77_0.77_0.77,0.072822904586792,0.044421440315256536,0.71,0.15,0.26,0.05,0.97,0.12,0.7691635626182125,1746714220.3972225,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,9.477675914764404,success,0.025673866271972656,0.23_0.24_0.23_0.29_0.2,0.66_0.68_0.67_0.66_0.66,1.761369228363037,0.23868518855540244,0.37,0.24,0.45,0.32,0.95,0.79,0.6658849204631444,1746714189.906152,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
