rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_equalized_odds_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__equalized_odds_ratio,eval__by_group__1_5,eval__by_group__1_3,eval__by_group__1_2,eval__by_group__1_0,eval__by_group__0_3,eval__by_group__0_2,eval__by_group__0_0,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
NearMiss,3,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,200,1.0,,PCA,4,,5.7220458984375e-06,already_evaluated,0.23603410720825196,0.5_0.0_0.0_0.0_0.0,0.52_0.5_0.51_0.51_0.51,4.839916658401489,0.10040290088638193,0.23,0.45,0.42,0.44,0.14,0.34,0.49,0.5087820835326579,1746698268.2443953,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.05183873176574707,0.5_0.44_0.12_0.44_0.1,0.67_0.66_0.68_0.67_0.66,0.03838920593261719,0.32029848452376497,0.53,0.66,0.66,0.97,0.36,0.68,0.73,0.6680514851696155,1746698268.280603,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,rebalancing_normalization_features_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,4,,7.3909759521484375e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698268.3210473,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,8,normalization_rebalancing_mitigation_features_classification,,False,,False,RobustScaler,LFR_wrapper,2.0,100,0.1,,SelectKBest,,8,7.152557373046875e-06,already_evaluated,0.026703643798828124,0.38_0.66_0.0_0.3_0.0,0.63_0.63_0.63_0.61_0.64,4.859785556793213,0.2678521611876324,0.6,0.64,0.73,0.78,0.29,0.74,0.65,0.6264371308952121,1746698268.3619113,,RandomForestClassifier,,,,,100,4,,4,1,4,,gini,False,,
NearMiss,1,,mitigation_features_normalization_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,10,1.0,,SelectKBest,,5,6.67572021484375e-06,already_evaluated,0.02160053253173828,0.38_0.32_0.0_0.6_0.0,0.63_0.61_0.63_0.62_0.64,6.051250696182251,0.2595986937197316,0.57,0.67,0.75,0.78,0.28,0.69,0.63,0.6248008269492433,1746698268.4034045,,RandomForestClassifier,,,,,100,6,,5,1,1,,entropy,False,,
NearMiss,1,,normalization_mitigation_features_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.5,SelectKBest,,6,5.9604644775390625e-06,already_evaluated,0.023143577575683593,0.28_0.09_0.0_0.0_0.09,0.67_0.65_0.67_0.67_0.66,0.04206714630126953,0.0915076846590038,0.56,0.62,0.6,1.0,0.09,0.37,0.42,0.663197901873324,1746698268.4468155,distance,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,8,features_normalization_rebalancing_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.25,PCA,8,,5.9604644775390625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698268.489234,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,7,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,7,,1.33514404296875e-05,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698268.5334113,,RandomForestClassifier,,,,,10,4,,2,1,3,,entropy,False,,
SMOTE,,7,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,8,,5.9604644775390625e-06,already_evaluated,0.010747146606445313,0.39_0.27_0.0_0.16_0.33,0.65_0.66_0.65_0.64_0.65,0.44509363174438477,0.23111668963492807,0.5,0.69,0.67,0.91,0.29,0.71,0.61,0.6517642901875201,1746698268.5778804,,RandomForestClassifier,,,,,75,5,,4,2,1,,gini,True,,
SMOTE,,8,normalization_features_mitigation_rebalancing_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,PCA,4,,4.76837158203125e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698268.6219223,uniform,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,5,6.67572021484375e-06,already_evaluated,0.006171464920043945,0.36_0.19_0.0_0.22_0.09,0.68_0.69_0.68_0.7_0.68,0.8956540584564209,0.17304159854338086,0.4,0.57,0.55,1.0,0.17,0.53,0.65,0.6876059001588117,1746698268.6668632,,MLPClassifier,lbfgs,10,,1,,,,,,,adaptive,,,0.001,logistic
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,3.814697265625e-06,already_evaluated,0.013747406005859376,0.26_0.39_0.0_0.3_0.25,0.68_0.7_0.69_0.69_0.67,1.237647294998169,0.23911797852199515,0.51,0.6,0.58,0.99,0.25,0.6,0.67,0.6868281492474073,1746698268.712752,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
NearMiss,3,,normalization_features_rebalancing_mitigation_classification,,,,,FunctionTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.17600150108337403,0.29_0.11_0.0_0.32_0.0,0.65_0.64_0.64_0.65_0.63,0.2390137195587158,0.1439056869174725,0.48,0.43,0.52,1.0,0.17,0.38,0.31,0.641984233211511,1746698268.75884,uniform,KNeighborsClassifier,,,6,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,False,,False,,StandardScaler,FunctionTransformer,,,,,SelectKBest,,3,3.814697265625e-06,already_evaluated,0.129761266708374,0.34_0.13_0.27_0.26_0.25,0.64_0.64_0.63_0.64_0.63,0.014171409606933593,0.24817844682739204,0.47,0.63,0.65,0.97,0.25,0.67,0.81,0.6367605447609744,1746698268.805738,uniform,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
SMOTE,,6,normalization_mitigation_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,200,0.1,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.022386646270751952,0.5_0.34_0.52_0.1_0.13,0.63_0.6_0.61_0.62_0.58,2.3619102478027343,0.3171277369604784,0.48,0.54,0.62,0.93,0.35,0.76,0.83,0.6092624202770525,1746698268.8530219,,RandomForestClassifier,,,,,50,5,,4,4,2,,entropy,False,,
SMOTE,,6,features_normalization_mitigation_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,0.011825323104858398,0.24_0.32_0.0_0.09_0.1,0.66_0.66_0.66_0.68_0.66,0.4419222831726074,0.14982717216161318,0.33,0.46,0.46,1.0,0.15,0.41,0.67,0.6655914941665293,1746698268.901295,,RandomForestClassifier,,,,,75,4,,2,2,3,,entropy,True,,
SMOTE,,7,rebalancing_normalization_features_mitigation_classification,,False,,False,RobustScaler,LFR_wrapper,1.0,200,0.1,,PCA,4,,3.337860107421875e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698268.950101,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,relu
NearMiss,2,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,4.0531158447265625e-06,already_evaluated,0.021961355209350587,0.21_0.41_0.1_0.23_0.24,0.64_0.63_0.63_0.67_0.63,0.03436312675476074,0.23836622864280604,0.45,0.51,0.5,1.0,0.31,0.47,0.57,0.638775573539805,1746698269.001917,distance,KNeighborsClassifier,,,14,,,,minkowski,,,,,,,,
FunctionTransformer,,,rebalancing_normalization_features_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,50,0.1,,FunctionTransformer,,,3.5762786865234375e-06,already_evaluated,0.02194056510925293,0.56_0.69_0.61_0.28_0.54,0.65_0.63_0.61_0.61_0.61,6.214248991012573,0.536251500745345,0.73,0.73,0.78,0.86,0.54,0.83,0.78,0.6229779749391406,1746698269.0531797,,RandomForestClassifier,,,,,75,4,,4,2,4,,entropy,True,,
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,6.4373016357421875e-06,already_evaluated,0.007448053359985352,0.3_0.2_0.0_0.2_0.38,0.63_0.65_0.64_0.63_0.62,0.09536209106445312,0.21641780120040988,0.52,0.6,0.6,0.92,0.22,0.68,0.72,0.6331615018254186,1746698269.106275,,RandomForestClassifier,,,,,25,3,,2,2,5,,entropy,True,,
FunctionTransformer,,,normalization_rebalancing_features_mitigation_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,8,,1.0013580322265625e-05,already_evaluated,0.020465707778930663,0.09_0.18_0.0_0.2_0.19,0.69_0.67_0.68_0.69_0.67,28.603505659103394,0.13312965228839946,0.34,0.42,0.53,1.0,0.13,0.45,0.7,0.6827805945589827,1746698269.1591892,,MLPClassifier,lbfgs,50,,1,,,,,,,adaptive,,,0.001,logistic
FunctionTransformer,,,features_mitigation_rebalancing_normalization_classification,,True,,True,RobustScaler,FunctionTransformer,,,,,SelectKBest,,10,5.245208740234375e-06,already_evaluated,0.3485104084014893,0.19_0.13_0.2_0.38_0.3,0.65_0.65_0.63_0.67_0.65,0.023699855804443358,0.24060936429937171,0.52,0.48,0.61,1.0,0.25,0.47,0.46,0.6507582753416796,1746698269.2127972,uniform,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
NearMiss,4,,rebalancing_normalization_features_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,200,0.1,,FunctionTransformer,,,5.4836273193359375e-06,already_evaluated,0.017163562774658202,0.39_0.16_0.44_0.35_0.28,0.66_0.65_0.6_0.63_0.59,1.8421998023986816,0.3223752990783629,0.43,0.58,0.64,0.93,0.33,0.79,0.88,0.6230681274221583,1746698269.2667396,,RandomForestClassifier,,,,,50,2,,4,4,1,,gini,True,,
NearMiss,1,,normalization_rebalancing_features_mitigation_classification,,True,,False,RobustScaler,LFR_wrapper,2.0,200,0.5,,FunctionTransformer,,,6.198883056640625e-06,already_evaluated,0.02357025146484375,0.48_0.47_0.48_0.41_0.48,0.59_0.62_0.56_0.57_0.57,1.6073830127716064,0.4657797723842082,0.47,0.69,0.71,0.91,0.49,0.77,0.89,0.5824504913279444,1746698269.3212173,,RandomForestClassifier,,,,,100,6,,4,2,1,,entropy,True,,
FunctionTransformer,,,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,,PCA,4,,7.152557373046875e-06,already_evaluated,0.006033182144165039,0.41_0.4_0.0_0.2_0.53,0.65_0.65_0.64_0.64_0.64,0.09390263557434082,0.3067814370972195,0.52,0.72,0.73,0.82,0.37,0.72,0.7,0.6461604595717303,1746698269.3775551,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,4,,normalization_rebalancing_mitigation_features_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,7.867813110351562e-06,already_evaluated,0.01676807403564453,0.25_0.33_0.0_0.19_0.27,0.68_0.68_0.68_0.69_0.67,0.5007757186889649,0.2073379341680585,0.35,0.46,0.44,1.0,0.22,0.52,0.61,0.6808171764172408,1746698269.4359996,,RandomForestClassifier,,,,,100,5,,2,3,5,,gini,False,,
SMOTE,,5,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,50,2.0,,FunctionTransformer,,,5.0067901611328125e-06,already_evaluated,0.27950320243835447,0.41_0.16_0.0_0.0_0.3,0.5_0.51_0.5_0.51_0.61,4.147326707839966,0.17420949758293633,0.42,0.61,0.5,0.61,0.43,0.46,0.61,0.525672933858278,1746698269.4929461,distance,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,1.0,SelectKBest,,3,5.7220458984375e-06,already_evaluated,0.026551008224487305,0.46_0.44_0.1_0.27_0.43,0.64_0.63_0.63_0.64_0.63,0.03373074531555176,0.3384416984454102,0.63,0.6,0.65,0.99,0.36,0.48,0.43,0.6345115031888545,1746698269.550929,distance,KNeighborsClassifier,,,13,,,,manhattan,,,,,,,,
SMOTE,,8,normalization_rebalancing_mitigation_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,5.0067901611328125e-06,already_evaluated,0.017052078247070314,0.3_0.49_0.1_0.38_0.38,0.63_0.64_0.62_0.64_0.62,0.30563721656799314,0.33195917489395754,0.45,0.44,0.5,0.96,0.35,0.84,0.84,0.6268996406467577,1746698269.6137073,,RandomForestClassifier,,,,,100,5,,4,1,4,,gini,False,,
NearMiss,2,,normalization_mitigation_features_rebalancing_classification,,True,,False,RobustScaler,LFR_wrapper,0.1,10,0.1,,PCA,4,,4.291534423828125e-06,already_evaluated,0.15087342262268066,0.14_0.38_0.58_0.51_0.25,0.61_0.62_0.62_0.62_0.62,0.8897260189056396,0.37158887166489024,0.51,0.63,0.63,0.95,0.4,0.66,0.78,0.6189766745425012,1746698269.678016,uniform,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
SMOTE,,5,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,200,0.1,,PCA,4,,6.198883056640625e-06,already_evaluated,0,,,0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,1746698269.7424464,,MLPClassifier,sgd,10,,20,,,,,,,invscaling,,,0.0001,logistic
SMOTE,,6,rebalancing_mitigation_features_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,,SelectKBest,,6,5.245208740234375e-06,already_evaluated,0.006314373016357422,0.22_0.15_0.0_0.18_0.15,0.66_0.68_0.66_0.69_0.66,0.10954122543334961,0.13930796084334265,0.28,0.39,0.43,1.0,0.14,0.4,0.72,0.6707448056106203,1746698269.8094234,,RandomForestClassifier,,,,,10,4,,4,1,3,,gini,True,,
SMOTE,,6,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.5430879116058349,0.2_0.22_0.11_0.11_0.21,0.69_0.68_0.67_0.69_0.68,0.2070690631866455,0.17039414591335034,0.45,0.43,0.52,0.99,0.17,0.47,0.51,0.6801880681642851,1746698269.8756716,distance,KNeighborsClassifier,,,13,,,,minkowski,,,,,,,,
SMOTE,,5,normalization_features_rebalancing_mitigation_classification,True,,True,,StandardScaler,LFR_wrapper,2.0,10,0.5,,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.14391183853149414,0.44_0.3_0.1_0.45_0.54,0.63_0.61_0.62_0.62_0.64,1.2161648750305176,0.3650383269913582,0.52,0.63,0.71,0.91,0.38,0.64,0.8,0.6247633688585855,1746698269.9539406,distance,KNeighborsClassifier,,,8,,,,manhattan,,,,,,,,
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,False,,True,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.32881841659545896,0.0_0.0_0.27_0.0_0.0,0.5_0.52_0.51_0.51_0.51,4.414343738555909,0.05454545454545455,0.18,0.4,0.43,0.54,0.59,0.48,0.5,0.5084701822125937,1746698270.0459075,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,features_mitigation_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,,PCA,6,,7.3909759521484375e-06,already_evaluated,0.007338953018188476,0.29_0.34_0.0_0.22_0.09,0.7_0.69_0.7_0.7_0.69,0.5583271980285645,0.18687757719027798,0.47,0.55,0.54,1.0,0.2,0.51,0.68,0.6945418584568375,1746698270.1362815,,MLPClassifier,lbfgs,5,,1,,,,,,,adaptive,,,0.0001,logistic
SMOTE,,6,normalization_features_mitigation_rebalancing_classification,,,,,MinMaxScaler,LFR_wrapper,2.0,200,0.1,,SelectKBest,,6,6.198883056640625e-06,already_evaluated,0.1408966064453125,0.29_0.1_0.52_0.3_0.37,0.64_0.64_0.62_0.65_0.64,1.3054277420043945,0.3141774843668976,0.46,0.64,0.66,0.95,0.33,0.6,0.79,0.6387331342902326,1746698270.2172432,uniform,KNeighborsClassifier,,,7,,,,minkowski,,,,,,,,
SMOTE,,6,rebalancing_normalization_features_mitigation_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,SelectKBest,,7,1.6450881958007812e-05,already_evaluated,0.0063076019287109375,0.41_0.34_0.12_0.49_0.22,0.68_0.67_0.67_0.69_0.68,0.8017604351043701,0.314571357288724,0.68,0.68,0.62,0.96,0.31,0.63,0.62,0.679773224769157,1746698270.3037448,,MLPClassifier,lbfgs,10,,1,,,,,,,invscaling,,,0.0001,relu
