rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,mitigation__type,mitigation__reconstruct_weight,mitigation__n_prototypes,mitigation__fairness_weight,mitigation__alpha,features__type,features__n_components,features__k,eval__total_time,eval__status,eval__score_time,eval__flatten_demographic_parity_ratio,eval__flatten_balanced_accuracy,eval__fit_time,eval__demographic_parity_ratio,eval__by_group__White_Male,eval__by_group__White_Female,eval__by_group__Black_Male,eval__by_group__Black_Female,eval__by_group__Asian-Pac-Islander_Male,eval__by_group__Asian-Pac-Islander_Female,eval__balanced_accuracy,eval__absolute_time,classification__weights,classification__type,classification__solver,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__n_estimators,classification__min_samples_split,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__learning_rate,classification__criterion,classification__bootstrap,classification__alpha,classification__activation
FunctionTransformer,,,rebalancing_normalization_mitigation_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.1,10,0.1,,PCA,4,,4.5299530029296875e-06,already_evaluated,0.03102731704711914,nan_nan_nan_0.0_nan,0.5_0.5_0.5_0.5_0.5,24.375706958770753,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.49998499399759905,1746715303.9128606,,RandomForestClassifier,,,,,50,6,,5,1,3,,gini,False,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,2.935798454284668,0.04_0.07_0.07_0.08_0.07,0.76_0.77_0.77_0.77_0.77,0.07449145317077636,0.06643532240852085,0.8,0.25,0.36,0.07,0.99,0.16,0.7691635626182125,1746715303.9690883,uniform,KNeighborsClassifier,,,15,,,,manhattan,,,,,,,,
NearMiss,1,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,PCA,5,,4.5299530029296875e-06,already_evaluated,0.024683141708374025,0.23_0.24_0.23_0.28_0.21,0.66_0.68_0.67_0.66_0.66,1.667578125,0.2376712353162509,0.5,0.24,0.47,0.3,1.0,0.79,0.6658849204631444,1746715304.0294042,,RandomForestClassifier,,,,,75,2,,4,3,5,,entropy,True,,
NearMiss,4,,mitigation_normalization_rebalancing_features_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,10,4.76837158203125e-06,already_evaluated,0.014996147155761719,0.01_0.0_0.01_0.01_0.01,0.74_0.74_0.74_0.74_0.74,0.22922582626342775,0.0096274691248714,1.0,0.01,0.76,0.14,0.96,0.16,0.7405956773543482,1746715304.0925436,,RandomForestClassifier,,,,,50,3,,3,1,1,,gini,False,,
SMOTE,,6,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,3,4.0531158447265625e-06,already_evaluated,0.4234629154205322,0.13_0.1_0.2_0.11_0.11,0.65_0.63_0.64_0.64_0.64,0.0960390567779541,0.13075123655468693,0.53,0.13,0.41,0.17,1.0,0.74,0.6384749352189267,1746715304.156529,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
NearMiss,4,,features_rebalancing_normalization_mitigation_classification,,,,,FunctionTransformer,LFR_wrapper,2.0,10,1.0,,FunctionTransformer,,,4.76837158203125e-06,already_evaluated,0.03903064727783203,0.56_0.74_0.6_0.53_0.71,0.47_0.49_0.49_0.5_0.49,2.5746615409851072,0.6266681489797341,0.76,0.71,0.99,0.7,0.74,0.74,0.48867573581228224,1746715304.2222097,,RandomForestClassifier,,,,,75,5,,4,1,5,,gini,True,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.027991580963134765,0.51_0.2_0.55_0.67_0.68,0.48_0.5_0.5_0.5_0.49,2.7990397930145265,0.5243344661083599,0.67,0.64,0.79,0.57,0.81,0.88,0.49158577619420213,1746715304.286968,,RandomForestClassifier,,,,,10,4,,3,2,3,,gini,True,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,50,1.0,,FunctionTransformer,,,2.7418136596679688e-05,already_evaluated,0.11858582496643066,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,6.1711560726165775,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715304.3536565,,MLPClassifier,lbfgs,10,,20,,,,,,,adaptive,,,0.0001,relu
NearMiss,1,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,SelectKBest,,10,5.0067901611328125e-06,already_evaluated,1.0604075908660888,0.2_0.14_0.19_0.22_0.22,0.78_0.78_0.79_0.79_0.77,0.1451498508453369,0.1948426488173161,0.57,0.28,0.78,0.19,1.0,0.78,0.7817843261847427,1746715304.419465,uniform,KNeighborsClassifier,,,16,,,,minkowski,,,,,,,,
SMOTE,,7,mitigation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,5,,4.5299530029296875e-06,already_evaluated,0.4201231002807617,0.17_0.22_0.14_0.28_0.24,0.74_0.73_0.74_0.74_0.73,0.11153974533081054,0.20980343459692347,0.82,0.25,0.46,0.21,1.0,0.7,0.7352567847270629,1746715304.4872441,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,,,,,PowerTransformer,CorrelationRemover,,,,1.0,FunctionTransformer,,,4.0531158447265625e-06,already_evaluated,1.0551401615142821,0.14_0.12_0.15_0.12_0.15,0.77_0.77_0.77_0.76_0.77,0.30181198120117186,0.13476953599520874,0.8,0.33,0.57,0.13,1.0,0.57,0.7683269990321449,1746715304.5578425,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,SelectKBest,,3,4.76837158203125e-06,already_evaluated,0.008523845672607422,0.1_0.15_0.13_0.11_0.13,0.69_0.7_0.7_0.69_0.69,1.1649680137634277,0.1239830960237436,0.97,0.35,0.48,0.15,0.93,0.17,0.6941433963444845,1746715304.6287446,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,mitigation_normalization_features_rebalancing_classification,,,,,PowerTransformer,CorrelationRemover,,,,0.75,PCA,8,,4.5299530029296875e-06,already_evaluated,0.015200471878051758,0.03_0.03_0.03_0.04_0.04,0.63_0.64_0.64_0.64_0.64,10.584912014007568,0.03480145320851119,0.96,0.04,0.82,0.89,0.09,0.86,0.6397320760397337,1746715304.7034903,,MLPClassifier,sgd,25,,1,,,,,,,constant,,,0.0001,logistic
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,,,,,FunctionTransformer,LFR_wrapper,0.5,10,0.5,,FunctionTransformer,,,9.775161743164062e-06,already_evaluated,0.03655595779418945,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,3.812185192108154,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715304.779894,,RandomForestClassifier,,,,,100,4,,2,1,3,,gini,True,,
SMOTE,,6,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,1.0,FunctionTransformer,,,5.7220458984375e-06,already_evaluated,0.02876124382019043,0.02_0.03_0.04_0.02_0.02,0.73_0.74_0.74_0.73_0.74,4.048148918151855,0.025328081681073582,0.65,0.03,0.85,0.61,1.0,0.85,0.7362716182977882,1746715304.8558772,,RandomForestClassifier,,,,,100,2,,4,4,3,,entropy,False,,
FunctionTransformer,,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,100,0.5,,PCA,6,,5.245208740234375e-06,already_evaluated,0.035834550857543945,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.104592132568359,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715304.9312623,,RandomForestClassifier,,,,,10,6,,4,1,1,,entropy,True,,
SMOTE,,6,features_rebalancing_mitigation_normalization_classification,True,,False,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,5.9604644775390625e-06,already_evaluated,0.1579526901245117,0.23_0.15_0.19_0.19_0.2,0.8_0.8_0.8_0.81_0.8,73.2266740322113,0.19184545289129504,0.77,0.23,0.55,0.19,1.0,0.52,0.8000876160558107,1746715305.007314,,MLPClassifier,sgd,50,,10,,,,,,,constant,,,0.0001,tanh
SMOTE,,8,mitigation_normalization_features_rebalancing_classification,,False,,True,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,4.5299530029296875e-06,already_evaluated,0.05358724594116211,0.48_0.53_0.51_0.53_0.54,0.59_0.59_0.59_0.59_0.59,0.13902339935302735,0.5176263494874931,1.0,0.52,0.9,0.78,0.87,0.65,0.5924533378678662,1746715305.0885456,distance,KNeighborsClassifier,,,5,,,,manhattan,,,,,,,,
SMOTE,,7,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,LFR_wrapper,1.0,50,0.5,,PCA,3,,4.291534423828125e-06,already_evaluated,0.033646774291992185,0.41_0.33_0.61_0.59_0.26,0.53_0.51_0.52_0.52_0.5,3.624151182174683,0.4408591273635586,0.67,0.71,0.47,0.65,0.83,0.9,0.5132099605302299,1746715305.1749122,,RandomForestClassifier,,,,,75,6,,3,4,2,,gini,False,,
SMOTE,,5,mitigation_features_normalization_rebalancing_classification,True,,True,,StandardScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,1.2874603271484375e-05,already_evaluated,1.9919636726379395,0.21_0.22_0.34_0.27_0.24,0.75_0.76_0.76_0.76_0.76,0.7630531787872314,0.2563342596641142,0.81,0.32,0.54,0.26,0.99,0.48,0.758428753100785,1746715305.268084,distance,KNeighborsClassifier,,,3,,,,euclidean,,,,,,,,
FunctionTransformer,,,mitigation_features_rebalancing_normalization_classification,,,,,FunctionTransformer,CorrelationRemover,,,,0.25,SelectKBest,,10,5.9604644775390625e-06,already_evaluated,0.008853435516357422,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,0.05736947059631348,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715305.3616264,,RandomForestClassifier,,,,,10,3,,3,1,1,,entropy,True,,
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,True,,False,,StandardScaler,LFR_wrapper,1.0,10,1.0,,PCA,4,,4.76837158203125e-06,already_evaluated,0.035476398468017575,nan_0.0_nan_0.0_0.0,0.5_0.5_0.5_0.5_0.5,2.9576504230499268,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.4999849692517596,1746715305.4459312,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,3,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,5.9604644775390625e-06,already_evaluated,0.00923004150390625,0.07_0.08_0.08_0.08_0.08,0.67_0.67_0.67_0.68_0.67,5.407292366027832,0.07759754297974594,0.24,0.08,0.59,0.21,1.0,0.8,0.671528524890222,1746715305.5338736,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,8,mitigation_rebalancing_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.5,200,0.1,,FunctionTransformer,,,4.291534423828125e-06,already_evaluated,0.02776656150817871,0.72_0.31_0.61_0.57_0.71,0.53_0.51_0.52_0.5_0.51,4.63317904472351,0.5855478338760317,0.81,0.83,0.67,0.84,0.85,0.87,0.5110435086926205,1746715305.6195235,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,2,,mitigation_features_normalization_rebalancing_classification,,,,,PowerTransformer,LFR_wrapper,2.0,50,2.0,,SelectKBest,,10,4.5299530029296875e-06,already_evaluated,0.029062938690185548,0.35_0.23_0.57_0.7_0.65,0.49_0.5_0.48_0.51_0.5,6.031766128540039,0.4987639336413633,0.72,0.73,0.76,0.7,0.72,0.77,0.4957945520377468,1746715305.7088563,,MLPClassifier,sgd,5,,10,,,,,,,invscaling,,,1e-05,relu
NearMiss,1,,mitigation_normalization_features_rebalancing_classification,False,,False,,StandardScaler,LFR_wrapper,0.1,10,0.1,,FunctionTransformer,,,9.5367431640625e-06,already_evaluated,0.02429685592651367,1.0_1.0_1.0_1.0_nan,0.5_0.5_0.5_0.5_0.5,5.432730102539063,-inf,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1746715305.8025746,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,0.0001,logistic
SMOTE,,5,mitigation_rebalancing_features_normalization_classification,,True,,False,RobustScaler,CorrelationRemover,,,,0.75,PCA,4,,8.106231689453125e-06,already_evaluated,0.011559391021728515,0.01_0.01_0.01_0.0_0.01,0.64_0.64_0.64_0.63_0.63,17.147790813446044,0.006420449082784174,1.0,0.01,0.53,0.75,0.5,0.63,0.6349432539375816,1746715305.9000468,,MLPClassifier,sgd,10,,5,,,,,,,constant,,,0.01,relu
NearMiss,3,,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,CorrelationRemover,,,,0.5,FunctionTransformer,,,0.00033783912658691406,already_evaluated,0.9805050849914551,0.29_0.32_0.32_0.32_0.31,0.68_0.7_0.69_0.69_0.69,1.3237164497375489,0.3103581389551099,0.39,0.31,0.56,0.83,0.98,1.0,0.6889443062193704,1746715305.9956229,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,,,,
NearMiss,2,,features_rebalancing_mitigation_normalization_classification,True,,True,,StandardScaler,LFR_wrapper,0.1,200,2.0,,FunctionTransformer,,,5.245208740234375e-06,already_evaluated,0.023086690902709962,0.6_0.76_0.56_0.55_0.68,0.48_0.49_0.49_0.5_0.49,2.155673122406006,0.6291206663773699,0.71,0.67,0.92,0.64,0.8,0.87,0.49056363348695964,1746715306.0949328,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,logistic
NearMiss,3,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,10,4.5299530029296875e-06,already_evaluated,0.11709656715393066,0.23_0.18_0.25_0.24_0.23,0.81_0.8_0.81_0.81_0.8,54.5471293926239,0.22740004268159927,0.71,0.24,0.69,0.23,1.0,0.48,0.8065498950777888,1746715306.191147,,MLPClassifier,lbfgs,50,,5,,,,,,,constant,,,0.01,tanh
NearMiss,4,,mitigation_rebalancing_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,1.0,100,1.0,,FunctionTransformer,,,26.773375988006592,success,0.030388927459716795,0.62_0.21_0.77_0.51_0.5,0.52_0.5_0.52_0.5_0.51,5.238375568389893,0.5229807860002748,0.77,0.8,0.62,0.75,0.83,0.88,0.5056781189447908,1746715334.4417791,,RandomForestClassifier,,,,,50,3,,3,1,3,,entropy,True,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.1,10,0.1,,SelectKBest,,3,13.469084024429321,success,0.024912643432617187,0.74_0.38_0.74_0.36_0.75,0.53_0.54_0.52_0.51_0.51,2.378924751281738,0.594188737301866,0.74,0.79,0.6,0.72,0.87,0.95,0.5201314194438972,1746715347.9988663,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
NearMiss,1,,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,PCA,4,,7.522993564605713,success,0.009768247604370117,0.08_0.04_0.18_0.34_0.01,0.58_0.6_0.58_0.58_0.58,1.4317385673522949,0.12978328296511452,0.45,0.38,0.5,0.26,0.83,0.36,0.5847250074434485,1746715355.6109593,,RandomForestClassifier,,,,,10,4,,4,4,1,,gini,True,,
SMOTE,,6,mitigation_normalization_features_rebalancing_classification,,True,,True,RobustScaler,LFR_wrapper,0.5,200,1.0,,PCA,4,,41.040125370025635,fail,1.6387151241302491,0.44_0.0_0.0_nan_0.0,0.5_0.5_0.5_0.5_0.5,4.889212512969971,-inf,0.8,0.5,0.17,0.13,0.17,0.11,0.4996242580057739,1746715396.7397864,distance,KNeighborsClassifier,,,12,,,,euclidean,,,,,,,,
SMOTE,,5,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,FunctionTransformer,,,9.23180079460144,success,0.009035634994506835,0.25_0.15_0.19_0.19_0.17,0.8_0.8_0.8_0.81_0.8,1.7753474235534668,0.18949967286564223,0.71,0.2,0.56,0.2,1.0,0.54,0.8015568792166414,1746715406.0698476,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.0001,relu
SMOTE,,5,mitigation_features_rebalancing_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,3,91.37493634223938,success,0.20703048706054689,0.2_0.19_0.21_0.21_0.21,0.72_0.72_0.73_0.72_0.72,17.776584100723266,0.20450548551581127,0.45,0.2,0.57,0.36,1.0,0.77,0.7235286549581551,1746715497.5354857,,MLPClassifier,lbfgs,50,,20,,,,,,,adaptive,,,0.0001,tanh
NearMiss,4,,features_rebalancing_mitigation_normalization_classification,,,,,MinMaxScaler,LFR_wrapper,0.1,10,1.0,,FunctionTransformer,,,8.868122577667236,success,0.027611351013183592,0.62_0.59_0.57_0.56_0.44,0.48_0.49_0.49_0.5_0.49,1.6698508739471436,0.556016833083939,0.75,0.69,0.98,0.68,0.7,0.72,0.4911017055680271,1746715506.5125146,,RandomForestClassifier,,,,,10,4,,5,4,5,,gini,True,,
NearMiss,4,,rebalancing_mitigation_normalization_features_classification,,,,,MinMaxScaler,LFR_wrapper,0.5,200,0.1,,SelectKBest,,2,68.1808066368103,success,0.0448817253112793,0.66_0.58_0.59_0.56_0.64,0.47_0.49_0.49_0.5_0.49,5.293364858627319,0.6069056842493613,0.72,0.67,0.94,0.69,0.76,0.8,0.48690467095990436,1746715574.787332,,RandomForestClassifier,,,,,100,4,,5,1,5,,gini,True,,
NearMiss,3,,mitigation_rebalancing_features_normalization_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.25,SelectKBest,,1,15.590052843093872,success,0.08305239677429199,0.23_0.23_0.23_0.26_0.26,0.66_0.66_0.66_0.66_0.66,2.809993314743042,0.24391366252722882,0.36,0.26,0.87,0.25,1.0,0.94,0.6600713884954994,1746715591.6330943,,MLPClassifier,adam,25,,5,,,,,,,invscaling,,,0.001,logistic
SMOTE,,7,features_mitigation_normalization_rebalancing_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.75,FunctionTransformer,,,11.981221914291382,success,0.01013355255126953,0.29_0.16_0.16_0.19_0.3,0.81_0.79_0.81_0.81_0.76,2.322155237197876,0.2205579170932722,0.73,0.27,0.6,0.22,0.99,0.63,0.7944097553029069,1746715603.7131464,,MLPClassifier,lbfgs,5,,1,,,,,,,constant,,,0.01,relu
NearMiss,3,,rebalancing_mitigation_features_normalization_classification,,,,,PowerTransformer,LFR_wrapper,0.1,200,0.1,,SelectKBest,,10,37.61751317977905,success,0.02946782112121582,0.65_0.7_0.14_0.62_0.64,0.48_0.49_0.49_0.5_0.49,1.199897336959839,0.5501081297483926,0.67,0.65,0.79,0.57,0.86,0.9,0.49270010131206776,1746715641.4346864,,RandomForestClassifier,,,,,10,4,,4,2,3,,gini,True,,
FunctionTransformer,,,rebalancing_mitigation_normalization_features_classification,True,,True,,StandardScaler,LFR_wrapper,0.5,100,1.0,,FunctionTransformer,,,11.063934326171875,fail,0.03178215026855469,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.0949134826660156,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715652.6005137,,RandomForestClassifier,,,,,50,5,,3,1,3,,gini,False,,
FunctionTransformer,,,features_mitigation_normalization_rebalancing_classification,,False,,True,RobustScaler,LFR_wrapper,0.1,10,1.0,,FunctionTransformer,,,48.29379963874817,fail,0.12138047218322753,nan_nan_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,9.33635458946228,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.5,1746715700.992082,,MLPClassifier,adam,5,,20,,,,,,,constant,,,0.01,logistic
FunctionTransformer,,,rebalancing_mitigation_features_normalization_classification,,True,,True,RobustScaler,LFR_wrapper,1.0,10,1.0,,SelectKBest,,6,12.513423442840576,fail,0.031032657623291014,nan_0.0_nan_nan_nan,0.5_0.5_0.5_0.5_0.5,2.016659164428711,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.49998499624906223,1746715713.6038625,,RandomForestClassifier,,,,,10,4,,4,2,5,,entropy,False,,
NearMiss,2,,rebalancing_mitigation_normalization_features_classification,,,,,PowerTransformer,LFR_wrapper,1.0,100,0.5,,FunctionTransformer,,,29.18603515625,fail,1.3990632057189942,nan_0.0_0.0_0.0_0.0,0.5_0.5_0.5_0.5_0.5,2.9840728759765627,-inf,0.65,0.5,0.0,0.0,0.0,0.0,0.5000000180177873,1746715742.888727,uniform,KNeighborsClassifier,,,12,,,,manhattan,,,,,,,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,PowerTransformer,LFR_wrapper,0.5,50,1.0,,FunctionTransformer,,,47.67671060562134,fail,2.960362100601196,nan_0.0_0.0_0.0_0.0,0.5_0.5_0.5_0.5_0.5,3.5409193515777586,-inf,0.54,0.02,0.0,0.05,0.06,0.5,0.5003600202534914,1746715790.6638865,uniform,KNeighborsClassifier,,,7,,,,euclidean,,,,,,,,
SMOTE,,6,mitigation_normalization_rebalancing_features_classification,,,,,MinMaxScaler,CorrelationRemover,,,,0.5,SelectKBest,,6,55.83700752258301,success,0.009315395355224609,0.15_0.15_0.16_0.17_0.17,0.74_0.73_0.74_0.75_0.72,10.95878095626831,0.16377712515435866,0.53,0.16,0.66,0.3,1.0,0.76,0.7375500951697068,1746715848.1079028,,MLPClassifier,sgd,5,,1,,,,,,,constant,,,1e-05,logistic
